production_day,station_id,station_name,oee_pct,availability_pct,performance_pct,quality_pct,defect_rate_pct,downtime_minutes,mtbf_hours,mttr_hours,anomaly_score,is_anomaly
2026-04-15,10,SFX-PLM-ASSY-01,67.47,72.18,99.65,93.81,0.0,25.77,0.0,0.0,0.13844978978438233,False
2026-04-15,10,SFX-PLM-ASSY-01,67.47,72.18,99.65,93.81,0.0,42.95,0.0,0.0,0.13700088383076203,False
2026-04-15,10,SFX-PLM-ASSY-01,67.47,72.18,99.65,93.81,0.0,70.77,0.0,0.0,0.09279716969374652,False
2026-01-09,10,SFX-PLM-ASSY-01,82.64,90.07,99.58,92.13,0.0,19.75,0.0,0.0,0.15752366560361508,False
2026-01-09,10,SFX-PLM-ASSY-01,82.64,90.07,99.58,92.13,0.0,18.73,0.0,0.0,0.15686204255816372,False
2026-01-09,10,SFX-PLM-ASSY-01,82.64,90.07,99.58,92.13,0.0,49.87,0.0,0.0,0.14737234617622974,False
2025-12-25,10,SFX-PLM-ASSY-01,63.34,68.74,99.54,92.56,0.0,34.2,0.0,0.0,0.19282539572769425,False
2025-12-25,10,SFX-PLM-ASSY-01,63.34,68.74,99.54,92.56,0.0,41.88,0.0,0.0,0.18931540789824147,False
2025-12-25,10,SFX-PLM-ASSY-01,63.34,68.74,99.54,92.56,0.0,9.28,0.0,0.0,0.17231869317901444,False
2026-01-21,10,SFX-PLM-ASSY-01,91.54,100.0,99.59,91.91,0.0,32.07,0.0,0.0,0.11669064990630007,False
2026-02-24,10,SFX-PLM-ASSY-01,66.92,73.16,99.73,91.72,0.0,16.9,0.0,0.0,0.18319975346037104,False
2026-04-17,10,SFX-PLM-ASSY-01,84.85,92.46,99.65,92.09,0.0,53.27,0.0,0.0,0.13194905097013288,False
2026-04-17,10,SFX-PLM-ASSY-01,84.85,92.46,99.65,92.09,0.0,13.47,0.0,0.0,0.1441027335769981,False
2026-03-17,10,SFX-PLM-ASSY-01,53.13,57.73,99.63,92.38,0.0,53.82,0.0,0.0,0.17458069288624073,False
2026-03-17,10,SFX-PLM-ASSY-01,53.13,57.73,99.63,92.38,0.0,35.88,0.0,0.0,0.18904064049476987,False
2026-03-17,10,SFX-PLM-ASSY-01,53.13,57.73,99.63,92.38,0.0,36.87,0.0,0.0,0.18905553321514357,False
2025-12-04,10,SFX-PLM-ASSY-01,93.11,100.0,99.72,93.36,0.0,94.07,0.0,0.0,-0.0064187660434597005,True
2025-12-04,10,SFX-PLM-ASSY-01,93.11,100.0,99.72,93.36,0.0,85.4,0.0,0.0,0.006008915777718671,False
2026-02-05,10,SFX-PLM-ASSY-01,60.77,67.79,99.55,90.05,0.0,116.0,0.0,0.0,0.02023565166632857,False
2026-02-05,10,SFX-PLM-ASSY-01,60.77,67.79,99.55,90.05,0.0,5.02,0.0,0.0,0.10651172543863452,False
2026-02-05,10,SFX-PLM-ASSY-01,60.77,67.79,99.55,90.05,0.0,39.77,0.0,0.0,0.1344114171613463,False
2025-12-02,10,SFX-PLM-ASSY-01,74.28,81.95,99.6,91.01,0.0,48.73,0.0,0.0,0.15947702730169605,False
2025-12-02,10,SFX-PLM-ASSY-01,74.28,81.95,99.6,91.01,0.0,10.15,0.0,0.0,0.16126982415961616,False
2025-12-02,10,SFX-PLM-ASSY-01,74.28,81.95,99.6,91.01,0.0,22.77,0.0,0.0,0.1723646971964315,False
2025-12-02,10,SFX-PLM-ASSY-01,74.28,81.95,99.6,91.01,0.0,71.82,0.0,0.0,0.1125796905219365,False
2025-12-02,10,SFX-PLM-ASSY-01,74.28,81.95,99.6,91.01,0.0,19.35,0.0,0.0,0.17053930892976493,False
2026-01-26,10,SFX-PLM-ASSY-01,54.56,59.06,99.53,92.81,0.0,19.77,0.0,0.0,0.17510741799558838,False
2026-01-26,10,SFX-PLM-ASSY-01,54.56,59.06,99.53,92.81,0.0,33.6,0.0,0.0,0.17777554167496218,False
2026-01-26,10,SFX-PLM-ASSY-01,54.56,59.06,99.53,92.81,0.0,37.82,0.0,0.0,0.1773511872938846,False
2026-01-30,10,SFX-PLM-ASSY-01,57.16,62.49,99.7,91.76,0.0,125.52,0.0,0.0,0.05589710927364999,False
2026-01-30,10,SFX-PLM-ASSY-01,57.16,62.49,99.7,91.76,0.0,17.82,0.0,0.0,0.1885269967576927,False
2026-01-30,10,SFX-PLM-ASSY-01,57.16,62.49,99.7,91.76,0.0,30.42,0.0,0.0,0.19294072058747525,False
2026-01-30,10,SFX-PLM-ASSY-01,57.16,62.49,99.7,91.76,0.0,16.07,0.0,0.0,0.18797931998715856,False
2026-04-13,10,SFX-PLM-ASSY-01,61.53,66.58,99.46,92.92,0.0,43.08,0.0,0.0,0.14737075384168835,False
